Course name,Department code,Course code,T,P,C,Tutorial,Lecturer name,Lecturer Title,Lecturer Id,Section code,Section name,Year,Section department,Class size
Hydrometallurgy of light metals,METE,457,2,0,1,0,F. W. Y. Momade,,,,2,4,Metallurgical,55
Object Oriented Programming,PCE,253,2,0,4,0,B. Kommey,,,,3,2,Computer,80
Probability and Statistics,COE,497,2,6,5,0,E. Harris,,,,3,4,Computer,89
Information Theory,TE,385,2,0,2,0,Dr. A-R Ahmed,,,,1,3,Telecom,45
Petroleum Engineering Calculations,CE,461,0,0,1,0,A. Hama,,,,2,4,Petroleum,68
Differential Equations,ME,491,4,0,4,0,F. T. Oduro,,,,1,4,Electrical,78
Anatomy and Physiology For Engineers I,ARC,155,4,0,3,0,D. A. Y. Agyapong,,,,1,1,Biomedical,180
Principles of Land Surveying,MSE,459,0,0,5,0,A. Arko Adjei,,,,3,4,Petroleum,50
Differential Equations,MATH,151,4,1,1,0,E. Agyeman,,,,1,1,Telecom,75
Engineering Technology,MATH,251,0,0,3,0,Prof. P.Y. Okyere,,,,3,2,Electrical,130
Dynamics of Solid Mechanics,CHE,153,2,0,4,0,J. Ampofo,,,,3,1,Aerospace,77
Computer Architecture,CENG,291,2,0,4,0,K. O. Boateng,,,,2,2,Computer,60
Technical Drawing,TE,385,1,0,5,0,A. K. Sunnu,,,,3,3,Chemical,45
Applied Electricity,EE,151,2,2,1,0,E. A. Frimpong,,,,1,1,Petrochemical,69
Physical Geology,ENGL,157,2,3,4,0,E. Mensah,,,,1,1,Geological,80
Catalysis,CSM,157,2,0,4,0,M. F. Baidoo,,,,2,3,Petrochemical,89
Fertilizer Technology,ME,491,2,0,1,0,L. Darkwah,,,,3,4,Petrochemical,90
Semiconductor Devices,MATH,353,2,1,2,0,B. Kommey,,,,1,3,Computer,54
Chemical Process Industries,CE,263,2,0,3,0,B. Afotey,,,,2,2,Chemical,112
Soil Mechanics,ME,255,2,1,4,0,F. Owusu- Nimo,,,,1,2,Geological,85
Artificial Intelligence,ME,395,2,3,1,0,Henry,,,,3,3,Computer,100
Natural Gas Processing Technology,ECON,151,2,0,4,0,E. G. Ankudey,,,,3,2,chemical,90
Engineering in Society,GED,359,2,2,3,0,All Academic Staff,,,,1,3,Material,120
Numerical Methods,MATH,251,2,0,2,0,P. Amoako-Yirenkyi,,,,1,2,Electrical,130
Aerospace Engineering Vacation Training III,COE,485,0,2,4,0,P. O. Tawiah,,,,1,4,Aerospace,89
Dynamics of Machinery,AERO,493,3,5,1,,S. M. Sackey,,,,2,4,Mechanical,55
Computer Application for Engineers,PETE,357,1,0,5,0,M. F. Baidoo,,,,1,3,Chemical,78
Power Generation And Supply,COE,475,2,2,4,0,Mr. E. O. K. Addo,,,,3,4,Electrical,89
Cartography I,AERO,495,2,1,4,,J. Quaye-Ballard,,,,2,4,Geomatic,55
Communication Skills,CE,477,2,0,1,0,J. Aning,,,,2,4,Material,79
Technical Drawing,AERO,351,1,0,4,0,Mr. F. Davies,,,,3,3,Telecom,70
Process Control and Instrumentation,CHE,467,2,0,4,0,M. F. Baidoo,,,,3,4,Petrochemical,80
Environmental Engineering Technology,MATH,353,0,1,1,0,Dr. S.K Donyinah,,,,3,3,Petroleum,70
Applied Electricity,EE,151,2,2,5,0,E.A Frimpong,,,,3,1,Material,100
Reservoir Petrophysics,ME,363,0,1,4,0,A.Hama,,,,1,3,Petroleum,100
Elementary Structures,CHE,253,2,0,3,0,R. O. Afrifa,,,,1,2,Geological,80
Asynchronous & DC Machines,AERO,495,3,1,1,,Prof. P. Y. Okyere,,,,3,4,Electrical,55
Principles of Hydrometallurgy,GED,357,3,1,3,0,F. W. Y. Momade,,,,2,3,Metallurgical,120
French For Communication 1,ME,159,2,2,2,0,Kudom,,,,3,1,Geomatic,100
Organic and Petrochemical Synthesis,PETE,251,2,0,3,0,M. Y. Woode,,,,3,2,Petrochemical,80
Pollution Control in Petrochemical Industry,FREN,181,2,0,3,0,P. Boakye,,,,2,2,Petrochemical,90
Chemical Engineering Laboratory II,GE,183,0,0,2,0,E. Awarikabey,,,,2,3,chemical,78
Literature in English I,MSE,253,1,0,2,0,P. Abakah,,,,1,2,Mechanical,60
Information Theory,MATH,151,2,0,5,0,E. K. Akowuah,,,,3,1,Computer,80
Exploration Geochemistry,CENG,291,2,8,1,0,S. K. Y. Gawu,,,,3,2,Geological,96
Elementary Structures,CE,155,0,0,4,0,R.O. Afrifa,,,,2,1,Civil,69
Engineering in society,EE,151,0,0,5,0,Y. M. Asare,,,,3,1,Geomatic,77
Water And Waste Water Engineering,MSE,357,0,0,1,0,R. A. Buamah/ S. Oduro-Kwarteng,,,,1,3,Civil,90
Corrosion of Eng. Materials,MSE,251,3,0,5,0,A. Andrews,,,,3,2,Material,110
Photogrammetry I,TE,391,2,9,1,0,A B. Agyemang,,,,2,3,Geomatic,118
Differential Equations,CHE,455,0,0,1,0,F.T Oduro,,,,2,4,Petroleum,130
Strength of Materials,CE,471,1,0,5,0,G. Sossou,,,,3,4,Geological,79
Object Oriented Programming,BME,251,2,2,2,0,B. Kommey,,,,1,2,Biomedical,90
Principles of Hydrometallurgy,MSE,251,3,0,3,0,F. W. Y. Momade,,,,2,2,Metallurgical,60
Algebra,MATH,251,4,1,5,0,J. Ackorah- Prah,,,,3,2,Petrochemical,80
C. Programming,ME,261,2,0,4,0,E. Keelson,,,,1,2,Biomedical,89
Soil Mechanics,ME,195,0,5,2,0,F. Owusu-Nimo,,,,1,1,civil,140
Engineering Economics and Management,ME,157,3,2,3,0,A.K Intsiful,,,,2,1,Metallurgical,80
Algebra,ME,259,4,2,2,0,J. Ackorah- Prah,,,,2,2,Petrochemical,85
Reinforced Concrete Design,ENGL,263,0,0,4,0,R.O. Afrifa,,,,2,2,civil,76
Mechanical Engineering Laboratory I,GED,253,0,2,5,0,R. Opoku,,,,2,2,Aerospace,117
Classical Control Systems,AERO,491,2,1,5,,G. S. Klogo,,,,1,4,Computer,55
Engineering in society,PETE,453,0,0,4,0,Y. M. Asare,,,,1,4,Geomatic,67
Signals And Systems,METE,357,2,4,3,0,Prof. E. A. Jackson,,,,2,3,Telecom,75
Reservoir Recovery Techniques,PETE,359,0,0,1,0,W.N Aggrey,,,,2,3,Petroleum,78
Account I,TE,271,2,2,3,0,K. S. B.,,,,1,3,Biomedical,79
Mechanical Engineering Lab. III,CHE,365,0,0,1,0,Y. A. K. Fiagbe,,,,3,4,Mechanical,130
Probability and Statistics,ME,161,2,0,1,0,I.A Adjei,,,,2,1,Material,180
Engineering Technology,TE,497,0,6,4,0,V.K.A. Acquaah,,,,1,4,Civil,150
Signals And Systems,ME,159,2,3,2,0,Prof. E. A. Jackson,,,,3,1,Telecom,140
Elements Of Economics 1,TE,291,0,6,2,0,John- Bosco Dramani,,,,2,2,Civil,76
Practical Chemistry I,CE,461,0,0,2,0,J. K. Mensah,,,,3,4,Chemical,68
Applications of Computer Graphics,MATH,251,2,1,4,0,M. N. Sackey,,,,1,2,Mechanical,112
Computer Programming,EE,367,0,0,5,0,C. Gyamfi/J. B. Osei,,,,2,3,Civil,79
Introduction to Petroleum Engineering,ME,195,0,5,5,0,S.K Donyinah,,,,1,1,Petroleum,80
Experimental Data Analysis,COE,475,0,0,1,0,E.Omari,,,,1,4,Petroleum,150
Strength of Materials I,GE,451,3,3,5,0,P. Y. Andoh,,,,3,4,Aerospace,68
Linear Electronic Circuits,AERO,483,3,1,4,,A. S. Agbemenu,,,,1,4,Computer,55
Geodetic Surveying I,PCE,351,2,0,3,0,I. Dadzie,,,,1,3,Geomatic,85
Probability And Statistics,COE,351,2,4,5,0,G.A. Okyere,,,,1,3,Geomatic,54
Chemical Process Design and Economics,ME,255,4,1,5,0,B. Afotey,,,,3,2,Petrochemical,89
Environmental Studies,PCE,359,2,0,2,0,Z. Ossei,,,,2,3,Aerospace,85
Numerical Methods,TE,497,0,6,2,0,P. Amoako-Yirenkyi,,,,1,4,civil,150
Computer Application And Project Design,MATH,351,3,0,5,0,Dr. J. J. Kponyo,,,,1,3,Telecom,79
Mathematics I,ME,281,0,0,4,0,J. Akora-Prah,,,,2,2,Petroluem,89
Materials Engineering Lab. I,CE,367,0,0,2,0,E. Gikunoo,,,,3,3,Material,140
Development Engineering,MSE,357,0,0,2,0,S. I. K. Ampadu/ Y. A. Tuffour,,,,2,3,Civil,90
Information Science And Programming,GE,351,2,3,1,0,A. A. Acheampong,,,,1,3,Geomatic,89
Hydrometallurgy of light metals,ME,373,2,0,4,0,F. W. Y. Momade,,,,1,3,Metallurgical,100
Engineering Technology,PCE,355,0,0,2,0,Prof. P.Y. Okyere,,,,1,3,Electrical,85
Geotechnical Engineering I,ENGL,157,0,0,3,0,S. I. K. Ampadu/ B. Ali,,,,1,1,Civil,90
Engineering Geological II,COE,381,2,2,2,0,B. Ali,,,,2,3,Geological,45
Dynamics of Solid Mechanics,CENG,291,2,0,3,0,J. Ampofo,,,,1,2,Aerospace,80
Biomedical Engineering Design I,ME,491,2,0,1,0,P.E. Adjei,,,,1,4,Biomedical,89
Hydrology,ENGL,157,0,0,4,0,K.A. Adjei/C. Gyamfi,,,,2,1,civil,87
Building Science And Services 1,GE,183,0,0,1,0,V. Kootin- Sanwu,,,,3,3,Civil,78
Differential Equation,PETE,459,4,0,3,0,K. F. Darkwa,,,,1,4,Geomatic,67
Pyrometallurgy,TE,271,3,2,3,0,A. Andrews,,,,3,3,Material,79
Algebra,CE,477,4,2,5,0,F. T. Oduro,,,,3,4,Computer,150
Technical Drawing,ME,161,0,1,5,0,I. Davies,,,,3,1,Petroluem,80
Process Engineering Project I,PETE,353,2,0,5,0,All Staff,,,,1,3,chemical,78
Probability and Statistics,ME,491,2,0,4,0,I.A Adjei,,,,3,4,Material,90
Soil Mechanics,MATH,251,2,1,2,0,F. Owusu- Nimo,,,,1,2,Geological,80
Communication Skills I,GED,251,2,2,4,0,K. Baah Gyamfi,,,,3,2,Telecom,60
Engineering Geological II,EE,151,2,2,5,0,B. Ali,,,,3,1,Geological,69
Computer Application for Engineers,ECON,151,1,0,2,0,E. Awarikabey,,,,3,1,Petrochemical,180
Probability And Statistics,EE,153,2,4,5,0,G. A. Okyere,,,,2,1,Electrical,80
Aviation Business Management,EE,151,2,2,3,0,A. K. Intsiful,,,,1,1,Aerospace,80
Industrial Training,MATH,251,0,1,3,0,S. S. R. Gidigasu,,,,1,2,Geological,60
Engineering Technology I,MATH,351,0,1,4,0,P. O. Tawiah,,,,1,3,Mechanical,100
Computer Graphics,METE,351,2,0,2,0,Yankey,,,,2,3,Computer,75
Introduction to Fluid Mechanics,MATH,251,2,1,2,0,Y. A. K Fiagbe,,,,1,2,Mechanical,80
Vacation training,METE,251,0,0,2,0,All Academic Staff,,,,2,2,Metallurgical,60
Analytical Chemistry for Chemical Engineers,BME,471,3,2,2,0,P. Boakye,,,,2,4,Petrochemical,78
Engineering Technology,PETE,257,0,0,5,0,C. G. Amedjoe/ M. C. Wilson,,,,1,2,Geological,80
Computer Application for Engineers,CE,461,1,0,4,0,E. Awarikabey,,,,2,4,Petrochemical,68
Applications of Computer Graphics,PETE,463,2,0,2,0,M. N. Sackey,,,,2,4,Mechanical,67
Chemical Engineering Thermodynamics I,ME,159,2,3,3,0,J. Ahiekpor,,,,2,1,Chemical,90
Strength of Materials,PCE,353,1,4,2,0,G. Sossou,,,,1,3,Geological,85
Exploration Geophysics,MSE,359,2,5,5,0,B. Ali,,,,3,3,Geological,90
Computer Aided Design,MATH,151,0,0,2,0,J. B. Osei,,,,1,1,Civil,77
Algebra,CHE,257,4,0,2,0,P. R. Nyarko,,,,1,2,Geological,80
Basic Mechanics,CHE,451,3,0,1,0,L. D. Mensah,,,,1,4,Electrical,80
Computer Engineering Lab. I,MSE,153,0,2,5,0,All Academic Staff,,,,3,1,Computer,140
Basic Mechanics,COE,157,3,1,2,0,Dr. Ampofo,,,,1,1,Telecom,89
Well logging,PCE,351,0,0,1,0,W.N Aggrey,,,,3,3,Petroleum,85
Technical Drawing,CHE,153,1,0,5,0,F. Davies,,,,1,1,Geological,77
Fuel and Combustion Technology,CE,157,2,0,1,0,M. Y. Woode,,,,2,1,Petrochemical,180
Engineering Economy & Management,MATH,353,2,1,5,0,A. K. Intsiful,,,,3,3,Mechanical,54
Formation Evaluation,COE,271,0,0,5,0,W.N Aggrey,,,,2,2,Petroleum,90
Composite Materials,TE,385,3,0,2,0,E. Gikunoo,,,,1,3,Material,118
Reservoir Recovery Techniques,CENG,291,0,8,4,0,W.N Aggrey,,,,3,2,Petroleum,96
Numerical Methods,CHE,353,2,1,2,0,P. Amoako-Yirenkyi,,,,3,3,Electrical,120
Strength of Materials II,COE,251,3,3,5,0,K. Mensah-Darkwa,,,,2,2,Material,130
Strength of Materials I,COE,381,3,2,5,0,P. Y. Andoh,,,,2,3,Aerospace,79
Engineering Technology,MATH,251,0,1,1,0,C. G. Amedjoe/ M. C. Wilson,,,,1,2,Geological,85
Chemical Engineering Thermodynamics I,GE,167,0,3,2,0,E.O. Ansah,,,,2,1,Petroleum,90
Probability and Statistics,CHE,367,2,0,5,0,A. Y. Omari-Sasu,,,,3,3,Mechanical,85
Introduction to Petrochemical Industries,CHE,353,2,1,5,0,M. F. Baidoo,,,,2,3,Petrochemical,120
Inorganic Chemistry for Enginneers,EE,261,0,0,5,0,S. E. Agorku,,,,3,2,Petroluem,130
Signal & Systems,MSE,457,3,0,1,0,K. A. P Agyekum,,,,1,4,Biomedical,55
Irrigation And Drainage Engineering,ME,161,0,1,4,0,G.K. Anornu,,,,3,1,Civil,98
Computer Engineering Lab. I,PETE,453,0,0,2,0,All Academic Staff,,,,2,4,Computer,67
Applied Electricity,MSE,453,2,0,5,0,Mr. E. Frimpong,,,,3,4,Telecom,50
Environmental Studies,METE,351,2,0,2,0,K. Nyarko,,,,1,3,Computer,75
Probability And Statistics,MATH,353,2,0,5,0,G. A. Okyere,,,,2,3,Electrical,118
Probability And Statistics,MATH,351,2,1,3,0,D Asamoah Owusu,,,,3,3,Telecom,54
Linear Electronic Circuits,COE,273,2,0,5,0,Dr. K. Diawuo,,,,3,2,Telecom,112
Applied Electricity,CHE,453,2,6,1,0,E. A. Frimpong,,,,3,4,Petrochemical,80
Aviation Business Management,ENGL,263,2,0,2,0,A. K. Intsiful,,,,3,2,Aerospace,85
Differential Equations,ME,295,4,3,1,0,F.T. Oduro,,,,1,2,Material,89
Project I,MSE,151,1,1,4,0,E. K. Appiah- Adjei / All Staff,,,,2,1,Geological,140
Elements Of Economics 1,CHE,253,2,0,4,0,Akola,,,,2,2,Geomatic,80
Engineering in Society,ME,261,0,0,5,0,E. K. Baah- Ennumh,,,,1,2,Petrochemical,89
Basic Geology,MSE,353,2,0,5,0,S.K.Y Gawu,,,,3,3,Metallurgial,75
Theory of Structures,ME,159,2,3,1,0,G. Sossou,,,,2,1,Geological,89
Electrical/Magnetic Properties of Mats.,GED,353,3,6,5,0,F. O. Agyemang,,,,3,3,Material,120
Communication Skills I,COE,499,2,8,4,0,K. B. Nyarko,,,,3,4,Aerospace,89
Hydrogeology I,CHE,451,3,0,2,0,E. K. Appiah- Adjei,,,,2,4,Geological,80
Applications of Computer Graphics,ME,195,2,5,1,0,M. N. Sackey,,,,2,1,Mechanical,80
Biomaterials II,MATH,151,3,2,2,0,D. A. Y. Agyapong,,,,2,1,Biomedical,69
Introduction to Petroleum Engineering,MATH,251,0,0,1,0,S.K Donyinah,,,,3,2,Petroleum,130
Pharmaceutical Technology,GED,353,2,6,4,0,R. Johnson,,,,1,3,Petrochemical,120
Project I,CE,155,0,0,4,0,All staff,,,,1,1,Telecom,98
Probability and Statistics,EE,151,2,2,1,0,E. Harris,,,,2,1,Computer,70
Foundry Technology I,GED,453,3,1,4,0,S. Kwofie,,,,2,4,Material,150
Cartography I,AERO,395,2,3,4,0,J. Quaye-Ballard,,,,3,3,Geomatic,70
Hydrometallurgy of light metals,GE,151,2,3,5,0,F. W. Y. Momade,,,,1,1,Metallurgical,90
Computer Optimization Methods,CE,467,2,0,3,0,E. K. Baah-Ennumh,,,,3,4,chemical,79
Technical Drawing,ENGL,263,1,0,2,0,J. Ampofo,,,,3,2,Aerospace,112
Mathematics I,GED,251,0,2,3,0,J. Ackora-Prah,,,,3,2,Civil,60
Special Electrical Machines,COE,273,3,0,5,0,Dr. E.  K. Anto,,,,1,2,Electrical,112
Industry Safety and Environmental Protection,PCE,359,0,0,4,0,Dr Donyinah,,,,3,3,Petroleum,85
Distributed Computing,MATH,251,2,0,4,0,Klogo,,,,1,2,Computer,96
Engineering Technology,COE,291,0,7,3,0,C. G. Amedjoe/ M. C. Wilson,,,,1,2,Geological,112
Engineering Economy & Management,COE,499,2,8,3,0,A. K. Intsiful,,,,2,4,Mechanical,78
Strength of Materials I,ME,251,3,0,4,0,K. Mensah-Darkwa,,,,2,2,Material,89
Marine And Geodetic Science,MATH,351,2,1,2,0,I. Dadzie,,,,1,3,Geomatic,54
Foundry Technology I,MATH,251,3,1,4,0,S. Kwofie,,,,3,2,Material,85
Petroleum Fluid Dynamics,TE,381,0,0,1,0,A. Hama,,,,3,3,Petroleum,118
Distributed Computing,ENGL,157,2,0,4,0,Klogo,,,,2,1,Computer,87
Engineering Technology,COE,351,0,4,2,0,P. Y. Okyere,,,,1,3,Computer,54
Applied Electricity,ENGL,157,0,0,5,0,E.A. Frimpong,,,,2,1,Petroluem,90
Fluid Transport,CHE,153,3,0,5,0,Zs. Momade,,,,1,1,Chemical,100
Introduction To Aviation Technology,MATH,251,4,0,1,0,F. T. Oduro,,,,3,2,Aerospace,130
Project  I,CE,157,0,0,2,0,Academic Staff,,,,3,1,Aerospace,180
Formation Evaluation,ME,159,0,3,2,0,W.N Aggrey,,,,3,1,Petroleum,78
Cartography I,CE,471,2,0,5,0,J. Quaye-Ballard,,,,3,4,Geomatic,79
Mechanical Engineering Lab. III,EE,153,0,4,1,0,Y. A. K. Fiagbe,,,,2,1,Mechanical,80
Marine And Geodetic Science,ME,491,2,0,4,0,I. Dadzie,,,,1,4,Geomatic,78
Mechanical Engineering Laboratory I,MSE,357,0,0,5,0,R. Opoku,,,,2,3,Mechanical,90
Process Control and Instrumentation,MSE,357,2,0,3,0,E. K. Baah-Ennumh,,,,1,3,chemical,75
Inorganic Chemistry for Enginneers,PETE,359,0,0,4,0,S. E. Agorku,,,,2,3,Petroluem,78
Chemical Engineering Thermodynamics I,BME,497,2,6,3,0,J. Ahiekpor,,,,3,4,Chemical,78
Linear Electronic Circuits,ME,261,2,0,1,0,Dr. K. Diawuo,,,,2,2,Telecom,89
Circuit Theory,GE,167,3,3,2,0,Mr. G. Adom-Bamfi,,,,1,1,Electrical,90
Differential Equations,ME,491,4,0,3,0,K. F. Darkwah,,,,1,4,Aerospace,50
Mechanical Engineering Lab. III,CHE,257,0,0,2,0,Y. A. K. Fiagbe,,,,1,2,Mechanical,150
Technical Drawing,CE,155,1,0,3,0,Mr. F. Davies,,,,2,1,Telecom,98
Environmental Studies,ME,363,2,1,3,0,R. Buamah,,,,1,3,Electrical,100
Photogrammetry II,MATH,351,2,1,5,0,A.B. Agyemang,,,,1,3,Geomatic,100
Signal & Systems,CHE,151,3,0,3,0,K. A. P Agyekum,,,,3,1,Biomedical,70
Elementary Structures,GED,151,0,2,2,0,R.O. Afrifa,,,,3,1,Civil,78
Reservoir Models and Development,PETE,359,0,0,2,0,W.N Aggrey,,,,3,3,Petroleum,78
Applied Electricity,MATH,353,2,1,2,0,E. A. Frimpong,,,,1,3,Petrochemical,100
Safety and Pollution Control,ENGL,263,3,0,2,0,M. Y. Mensah,,,,1,2,chemical,85
Differential Equations,AERO,391,4,0,1,0,W. Obeng Dentah,,,,1,3,Metallurgical,70
Introduction to Economics I,GE,281,2,1,2,0,E. Buabeng,,,,3,2,Mechanical,96
Wireless Data Communication Networks,MSE,357,3,0,2,0,Rev. Dr. J. K. Oppong,,,,3,3,Telecom,75
Applied Electricity,GED,459,2,1,1,0,Mr. E. Frimpong,,,,1,4,Telecom,150
Essential Oils,EE,271,2,0,2,0,M. Y. Woode,,,,3,2,Petrochemical,130
Algebra,MATH,251,4,1,2,0,A. Prah,,,,3,2,Material,80
Practical Chemistry I,CE,463,0,0,4,0,J. K. Mensah,,,,1,4,Petrochemical,79
Automatic Control I,ME,161,2,1,3,0,E. A. Adjei,,,,1,1,Aerospace,89
Engineering Economy And Entrepreneurship,CHE,257,0,0,1,0,K.B. Nyarko/E. A. Donkor,,,,2,2,Civil,150
Communication Skills I,EE,287,2,0,2,0,B. Ampong,,,,3,2,Biomedical,130
Mettalurgical Plant Design/Operations,CENG,291,3,0,1,0,B. Koomson,,,,1,2,Metallurgical,80
Petroleum Engineering Lab I,ENGL,263,0,0,3,0,A.Hama,,,,3,2,Petroleum,96
Engineering in Society,AERO,293,0,5,1,0,E. K. Baah- Ennumh,,,,3,2,Chemical,89
Cadastral Surveying,ENGL,157,2,0,3,0,E. O. Akrofi,,,,3,1,Geomatic,90
Structural Engineering I,AERO,497,0,6,4,,J. W. Ampofo/ M. Adom Asamoah,,,,2,4,Civil,55
Engineering in Society,GED,355,0,1,1,0,E. K. Baah- Ennumh,,,,1,3,Chemical,120
Aerospace Engineering Lab. I,CE,255,0,2,1,0,E. A. Adjei,,,,3,2,Aerospace,117
Indigenous Processing,PCE,359,1,0,3,0,E. K. Arthur,,,,3,3,Material,85
Literature in English I,ENGL,263,1,0,2,0,P. Abakah,,,,2,2,Mechanical,85
Petrology,COE,497,2,6,3,0,G. Foli,,,,1,4,Geological,89
Applied Electricity,CE,461,2,0,5,0,E. A. Frimpong,,,,2,4,Petrochemical,79
Microprocessors,MATH,251,2,0,2,0,J. Yankey,,,,3,2,Computer,130
Strength of Materials,COE,381,0,2,4,0,G. Sossou,,,,2,3,Civil,79
Elementary Structures,EE,497,2,6,4,0,R. O. Afrifa,,,,1,4,Geological,90
Project I,MATH,351,0,1,4,0,All Academic Staff,,,,2,3,Biomedical,45
Process Control and Instrumentation,MSE,359,2,5,2,0,M. F. Baidoo,,,,3,3,Petrochemical,90
Numerical Methods,COE,271,0,0,4,0,P. Amoako-Yirenkyi,,,,2,2,civil,112
Circuit Theory,PCE,457,2,0,5,0,P. Y. Okyere,,,,3,4,Computer,130
Differential Equations,COE,181,0,2,5,0,F.T Oduro,,,,1,1,Petroleum,89
Organic Chemistry for Engineers,CHE,361,0,0,1,0,C. O. Akoto,,,,2,3,Petroluem,120
Hydraulics and Pneumatics,ME,159,3,3,5,0,Y. A. K. Fiagbe,,,,2,1,Mechanical,98
Circuit Theory,COE,153,3,4,3,0,Mr. G. Adom-Bamfi,,,,3,1,Electrical,89
Introduction to Petrochemical Industries,COE,343,2,0,2,0,M. F. Baidoo,,,,3,3,Petrochemical,54
Technical Drawing,CHE,253,0,0,4,0,J. Aveyire,,,,2,2,Civil,80
Applied Electricity,MATH,151,3,1,2,0,Dr. F. B. Effah,,,,1,1,Electrical,80
Technical Drawing,METE,251,0,0,5,0,I. Davies,,,,1,2,Petroluem,60
Engineering Technology,EE,151,0,2,4,0,C. G. Amedjoe/ M. C. Wilson,,,,1,1,Geological,100
Algebra,ME,491,4,0,2,0,C. Sebil,,,,2,4,Geomatic,55
Electrical Services Design,COE,251,1,1,2,0,Mr. E. O. K. Addo,,,,2,2,Electrical,112
Probability And Statistics,CE,259,2,0,5,0,G. A. Okyere,,,,3,2,Electrical,112
Technical Drawing,CE,155,1,0,2,0,I. A. Edwin,,,,1,1,Material,98
Chemical Engineering Laboratory I,TE,291,2,6,2,0,E. Awarikabey,,,,1,2,chemical,76
Course name,CE,359,T,0,4,0,Lecturer name,,,,3,3,Section department,140
Engineering in Society,EE,151,0,1,3,0,E. K. Baah- Ennumh,,,,3,1,Petrochemical,80
Engineering Technology,MATH,353,0,1,1,0,V.K.A. Acquaah,,,,2,3,Civil,70
Applied Electricity,GE,351,2,3,5,0,E. A. Frimpong,,,,1,3,Petrochemical,89
Engineering in Society,GE,491,2,4,3,0,All Academic Staff,,,,2,4,Material,68
Algebra,MATH,351,4,1,4,0,A. Prah,,,,3,3,Material,54
Petroleum Engineering Calculations,CE,257,0,0,2,0,A. Hama,,,,3,2,Petroleum,112
Dynamics of Machinery,CE,263,3,0,1,0,S. M. Sackey,,,,2,2,Mechanical,112
Pharmaceutical Technology,MATH,251,2,1,3,0,R. Johnson,,,,1,2,Petrochemical,85
Engineering Geological II,PETE,451,2,0,2,0,B. Ali,,,,3,4,Geological,67
Communication Skills I,CHE,153,2,0,4,0,P. Abaka,,,,2,1,Mechanical,77
Engineering Econs And Management,COE,287,2,1,5,0,A. K. Instiful/ S. H. M.,,,,1,2,Biomedical,112
Numerical Analysis,MATH,151,2,0,2,0,F. Boateng,,,,1,1,Telecom,78
Reservoir Recovery Techniques,ME,161,0,0,1,0,W.N Aggrey,,,,3,1,Petroleum,180
Signal & Systems,MSE,255,3,0,4,0,K. A. P Agyekum,,,,3,2,Biomedical,110
Water And Waste Water Engineering,COE,271,0,0,4,0,R. A. Buamah/ S. Oduro-Kwarteng,,,,3,2,Civil,112
Algebra,ME,281,4,0,3,0,W. Obeng Dentah,,,,2,2,Metallurgial,89
Irrigation And Drainage Engineering,COE,285,0,0,3,0,G.K. Anornu,,,,1,2,Civil,90
Introductory Economics I,COE,475,2,0,3,0,E. Buabeng,,,,1,4,Biomedical,150
Hydraulics and Pneumatics,PETE,375,3,0,4,0,Y. A. K. Fiagbe,,,,1,3,Mechanical,78
Mechanical Separation Processes,ECON,151,2,0,1,0,L. Darkwah,,,,3,3,chemical,70
Numerical Methods,MSE,353,2,0,4,0,A. Agyei,,,,2,3,Computer,90
Linear Electronic Circuits,ENGL,157,2,0,1,0,S. Agbemenu,,,,1,1,Electrical,80
Basic Mechanics,MSE,253,3,0,1,0,F. B. Adam,,,,2,2,Geological,60
Basic Mechanics,COE,499,3,8,2,0,F. W. Adam,,,,1,4,Biomedical,78
Applied Electricity,BME,397,2,3,2,0,E.A Frimpong,,,,3,3,Chemical,45
Differential Equations,EE,151,0,2,2,0,F.T Oduro,,,,1,1,Petroleum,80
Algebra,PCE,455,4,0,4,0,C. Sebil,,,,1,4,Geomatic,130
Mechanical Behaviour of Materials,CHE,153,2,0,5,0,S. Kwofie,,,,2,1,Metallurgical,100
Introduction to Info Tech,EE,497,1,6,2,0,K. Mensah-Darkwa,,,,1,4,Material,90
Pyrometallurgy,MATH,251,3,0,3,0,E. Gikunoo,,,,2,2,Metallurgical,76
Engineering Economics and Management,PCE,451,3,0,5,0,A.K Intsiful,,,,1,4,Metallurgical,130
Metalworking Processes,PETE,359,3,0,1,0,S. Kwofie,,,,1,3,Metallurgical,78
Photogeology & Remote Sensing,TE,481,2,0,4,0,A. Duker,,,,1,4,Geological,90
Organic Chemistry for Engineers,ENGL,157,2,0,4,0,M. Badu,,,,3,1,Chemical,98
Communication Skills I,BME,251,1,2,3,0,J. Oppong Asare,,,,3,2,Electrical,90
Technical Drawing,CE,475,1,0,1,0,F. Davis,,,,1,4,Petrochemical,79
Inoragnic Chemistry for Engineers,ME,159,2,3,5,0,S. E. Agorku,,,,1,1,Petrochemical,98
Chemical Process Design and Economics,PETE,459,4,0,2,0,B. Afotey,,,,1,4,Petrochemical,67
Automatic Control I,METE,457,2,0,2,0,E. A. Adjei,,,,2,4,Mechanical,55
Highway Engineering,MSE,257,0,1,2,0,Y. A. Tuffour,,,,3,2,Civil,60
Cell Biology,ECON,151,2,0,5,0,Y. Ahmed/ SMS,,,,3,2,Biomedical,90
Computer Programming,CHE,453,1,6,3,0,M. C. Wilson/ S. Bansah,,,,2,4,Geological,80
Engineering Economics and Management,EE,151,3,2,1,0,A.K Intsiful,,,,1,1,Metallurgical,140
